"BY RELIGION, SEX AND RURAL/URBAN",,,,,,,,,,,,


Id,Division,District,Tehsil,Area,Sex,Total,Muslim,Christian,HinduJati,QadianiAhmadi,Scheduled_Castes,Others
860,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,RURAL,MALE,149641,149113,11,3,144,1,369
861,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,RURAL,FEMALE,136817,136348,10,5,91,4,359
862,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,URBAN,BOTH SEXES,75074,74434,412,1,108,1,118
863,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,URBAN,MALE,39275,38952,217,-,43,1,62
864,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,URBAN,FEMALE,35799,35482,195,1,65,-,56
865,MULTAN,LODHRAN,LODHRAN TEHSIL,TOTAL,BOTH SEXES,472188,469976,556,12,635,10,999
866,MULTAN,LODHRAN,LODHRAN TEHSIL,TOTAL,MALE,246337,245127,283,6,372,4,545
867,MULTAN,LODHRAN,LODHRAN TEHSIL,TOTAL,FEMALE,225851,224849,273,6,263,6,454
868,MULTAN,LODHRAN,LODHRAN TEHSIL,RURAL,BOTH SEXES,406687,405095,161,5,457,9,960
869,MULTAN,LODHRAN,LODHRAN TEHSIL,RURAL,MALE,212531,211635,79,2,287,4,524
870,MULTAN,LODHRAN,LODHRAN TEHSIL,RURAL,FEMALE,194156,193460,82,3,170,5,436
871,MULTAN,LODHRAN,LODHRAN TEHSIL,URBAN,BOTH SEXES,65501,64881,395,7,178,1,39
872,MULTAN,LODHRAN,LODHRAN TEHSIL,URBAN,MALE,33806,33492,204,4,85,-,21
873,MULTAN,LODHRAN,LODHRAN TEHSIL,URBAN,FEMALE,31695,31389,191,3,93,1,18
874,MULTAN,MULTAN,MULTAN DISTRICT,TOTAL,BOTH SEXES,3116851,3089362,19305,1170,2754,38,4222
875,MULTAN,MULTAN,MULTAN DISTRICT,TOTAL,MALE,1635768,1621510,9969,639,1431,23,2196
876,MULTAN,MULTAN,MULTAN DISTRICT,TOTAL,FEMALE,1481083,1467852,9336,531,1323,15,2026
877,MULTAN,MULTAN,MULTAN DISTRICT,RURAL,BOTH SEXES,1802103,1791371,6093,40,1179,10,3410
878,MULTAN,MULTAN,MULTAN DISTRICT,RURAL,MALE,937549,932002,3145,28,609,5,1760
879,MULTAN,MULTAN,MULTAN DISTRICT,RURAL,FEMALE,864554,859369,2948,12,570,5,1650
880,MULTAN,MULTAN,MULTAN DISTRICT,URBAN,BOTH SEXES,1314748,1297991,13212,1130,1575,28,812
881,MULTAN,MULTAN,MULTAN DISTRICT,URBAN,MALE,698219,689508,6824,611,822,18,436
882,MULTAN,MULTAN,MULTAN DISTRICT,URBAN,FEMALE,616529,608483,6388,519,753,10,376
883,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,TOTAL,BOTH SEXES,357840,356841,74,14,66,3,842
884,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,TOTAL,MALE,185500,184988,35,8,32,1,436
885,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,TOTAL,FEMALE,172340,171853,39,6,34,2,406
886,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,RURAL,BOTH SEXES,325621,324794,30,2,60,1,734
887,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,RURAL,MALE,169014,168588,17,1,28,-,380
888,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,RURAL,FEMALE,156607,156206,13,1,32,1,354
889,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,URBAN,BOTH SEXES,32219,32047,44,12,6,2,108
890,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,URBAN,MALE,16486,16400,18,7,4,1,56
891,MULTAN,MULTAN,JALALPUR PIRWALA TEHSIL,URBAN,FEMALE,15733,15647,26,5,2,1,52
892,MULTAN,MULTAN,MULTAN CITY TEHSIL,TOTAL,BOTH SEXES,1500617,1478820,17854,1118,1947,27,851
893,MULTAN,MULTAN,MULTAN CITY TEHSIL,TOTAL,MALE,796618,785305,9224,605,1016,17,451
894,MULTAN,MULTAN,MULTAN CITY TEHSIL,TOTAL,FEMALE,703999,693515,8630,513,931,10,400
895,MULTAN,MULTAN,MULTAN CITY TEHSIL,RURAL,BOTH SEXES,303233,297789,4796,4,389,1,254
896,MULTAN,MULTAN,MULTAN CITY TEHSIL,RURAL,MALE,158707,155889,2479,3,205,-,131
897,MULTAN,MULTAN,MULTAN CITY TEHSIL,RURAL,FEMALE,144526,141900,2317,1,184,1,123
898,MULTAN,MULTAN,MULTAN CITY TEHSIL,URBAN,BOTH SEXES,1197384,1181031,13058,1114,1558,26,597
899,MULTAN,MULTAN,MULTAN CITY TEHSIL,URBAN,MALE,637911,629416,6745,602,811,17,320
900,MULTAN,MULTAN,MULTAN CITY TEHSIL,URBAN,FEMALE,559473,551615,6313,512,747,9,277
901,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,TOTAL,BOTH SEXES,830895,827428,1268,31,614,6,1548
902,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,TOTAL,MALE,431407,429585,661,22,324,5,810
903,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,TOTAL,FEMALE,399488,397843,607,9,290,1,738
904,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,RURAL,BOTH SEXES,803159,799848,1171,31,606,6,1497
905,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,RURAL,MALE,417073,415344,608,22,318,5,776
906,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,RURAL,FEMALE,386086,384504,563,9,288,1,721
907,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,URBAN,BOTH SEXES,27736,27580,97,-,8,-,51
908,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,URBAN,MALE,14334,14241,53,-,6,-,34
909,MULTAN,MULTAN,MULTAN SADDAR TEHSIL,URBAN,FEMALE,13402,13339,44,-,2,-,17
910,MULTAN,MULTAN,SHUJABAD TEHSIL,TOTAL,BOTH SEXES,427499,426273,109,7,127,2,981
911,MULTAN,MULTAN,SHUJABAD TEHSIL,TOTAL,MALE,222243,221632,49,4,59,-,499
912,MULTAN,MULTAN,SHUJABAD TEHSIL,TOTAL,FEMALE,205256,204641,60,3,68,2,482
913,MULTAN,MULTAN,SHUJABAD TEHSIL,RURAL,BOTH SEXES,370090,368940,96,3,124,2,925
914,MULTAN,MULTAN,SHUJABAD TEHSIL,RURAL,MALE,192755,192181,41,2,58,-,473
915,MULTAN,MULTAN,SHUJABAD TEHSIL,RURAL,FEMALE,177335,176759,55,1,66,2,452
916,MULTAN,MULTAN,SHUJABAD TEHSIL,URBAN,BOTH SEXES,57409,57333,13,4,3,-,56
917,MULTAN,MULTAN,SHUJABAD TEHSIL,URBAN,MALE,29488,29451,8,2,1,-,26
918,MULTAN,MULTAN,SHUJABAD TEHSIL,URBAN,FEMALE,27921,27882,5,2,2,-,30
919,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,TOTAL,BOTH SEXES,1286680,1276364,9612,36,507,41,120
920,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,TOTAL,MALE,668164,662810,4982,19,254,21,78
921,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,TOTAL,FEMALE,618516,613554,4630,17,253,20,42
922,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,RURAL,BOTH SEXES,1103473,1096884,6025,27,410,24,103
923,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,RURAL,MALE,573016,569609,3087,17,221,12,70
924,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,RURAL,FEMALE,530457,527275,2938,10,189,12,33
925,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,URBAN,BOTH SEXES,183207,179480,3587,9,97,17,17
926,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,URBAN,MALE,95148,93201,1895,2,33,9,8
927,SAHIWAL,PAKPATTAN,PAKPATTAN DISTRICT,URBAN,FEMALE,88059,86279,1692,7,64,8,9
928,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,TOTAL,BOTH SEXES,603096,597533,5266,18,239,13,27
929,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,TOTAL,MALE,311804,308920,2733,8,115,9,19
930,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,TOTAL,FEMALE,291292,288613,2533,10,124,4,8
931,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,RURAL,BOTH SEXES,528922,525318,3392,9,177,5,21
932,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,RURAL,MALE,273332,271474,1743,6,91,4,14
933,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,RURAL,FEMALE,255590,253844,1649,3,86,1,7
934,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,URBAN,BOTH SEXES,74174,72215,1874,9,62,8,6
935,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,URBAN,MALE,38472,37446,990,2,24,5,5
936,SAHIWAL,PAKPATTAN,ARIF WALA TEHSIL,URBAN,FEMALE,35702,34769,884,7,38,3,1
937,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,TOTAL,BOTH SEXES,683584,678831,4346,18,268,28,93
938,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,TOTAL,MALE,356360,353890,2249,11,139,12,59
939,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,TOTAL,FEMALE,327224,324941,2097,7,129,16,34
940,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,RURAL,BOTH SEXES,574551,571566,2633,18,233,19,82
941,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,RURAL,MALE,299684,298135,1344,11,130,8,56
942,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,RURAL,FEMALE,274867,273431,1289,7,103,11,26
943,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,URBAN,BOTH SEXES,109033,107265,1713,-,35,9,11
944,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,URBAN,MALE,56676,55755,905,-,9,4,3
945,SAHIWAL,PAKPATTAN,PAKPATTAN TEHSIL,URBAN,FEMALE,52357,51510,808,-,26,5,8
946,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,TOTAL,BOTH SEXES,1843194,1783066,58001,106,1628,155,238
947,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,TOTAL,MALE,953561,922537,29990,44,800,72,118
948,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,TOTAL,FEMALE,889633,860529,28011,62,828,83,120
949,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,RURAL,BOTH SEXES,1541204,1492236,47174,103,1321,146,224
950,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,RURAL,MALE,796378,771018,24498,44,642,67,109
951,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,RURAL,FEMALE,744826,721218,22676,59,679,79,115
952,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,URBAN,BOTH SEXES,301990,290830,10827,3,307,9,14
953,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,URBAN,MALE,157183,151519,5492,-,158,5,9
954,SAHIWAL,SAHIWAL,SAHIWAL DISTRICT,URBAN,FEMALE,144807,139311,5335,3,149,4,5
955,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,TOTAL,BOTH SEXES,785357,761618,22320,95,1003,148,173
956,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,TOTAL,MALE,403247,391062,11527,40,475,67,76
957,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,TOTAL,FEMALE,382110,370556,10793,55,528,81,97
958,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,RURAL,BOTH SEXES,712636,691150,20107,94,976,143,166
959,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,RURAL,MALE,365705,354675,10388,40,463,66,73
960,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,RURAL,FEMALE,346931,336475,9719,54,513,77,93
961,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,URBAN,BOTH SEXES,72721,70468,2213,1,27,5,7
962,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,URBAN,MALE,37542,36387,1139,-,12,1,3
963,SAHIWAL,SAHIWAL,CHICHAWATNI TEHSIL,URBAN,FEMALE,35179,34081,1074,1,15,4,4
964,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,TOTAL,BOTH SEXES,1057837,1021448,35681,11,625,7,65
965,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,TOTAL,MALE,550314,531475,18463,4,325,5,42
966,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,TOTAL,FEMALE,507523,489973,17218,7,300,2,23
967,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RURAL,BOTH SEXES,828568,801086,27067,9,345,3,58
968,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RURAL,MALE,430673,416343,14110,4,179,1,36
969,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RURAL,FEMALE,397895,384743,12957,5,166,2,22
970,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,URBAN,BOTH SEXES,229269,220362,8614,2,280,4,7
971,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,URBAN,MALE,119641,115132,4353,-,146,4,6
972,SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,URBAN,FEMALE,109628,105230,4261,2,134,-,1
973,MULTAN,VEHARI,VEHARI DISTRICT,TOTAL,BOTH SEXES,2090416,2065290,21686,238,2501,105,596
974,MULTAN,VEHARI,VEHARI DISTRICT,TOTAL,MALE,1083812,1070818,11241,106,1290,47,310
975,MULTAN,VEHARI,VEHARI DISTRICT,TOTAL,FEMALE,1006604,994472,10445,132,1211,58,286
976,MULTAN,VEHARI,VEHARI DISTRICT,RURAL,BOTH SEXES,1754984,1736146,16000,230,1957,94,557
977,MULTAN,VEHARI,VEHARI DISTRICT,RURAL,MALE,910319,900571,8270,104,1041,42,291
978,MULTAN,VEHARI,VEHARI DISTRICT,RURAL,FEMALE,844665,835575,7730,126,916,52,266
979,MULTAN,VEHARI,VEHARI DISTRICT,URBAN,BOTH SEXES,335432,329144,5686,8,544,11,39
980,MULTAN,VEHARI,VEHARI DISTRICT,URBAN,MALE,173493,170247,2971,2,249,5,19
981,MULTAN,VEHARI,VEHARI DISTRICT,URBAN,FEMALE,161939,158897,2715,6,295,6,20
982,MULTAN,VEHARI,BUREWALA TEHSIL,TOTAL,BOTH SEXES,730583,716980,12506,28,984,23,62
983,MULTAN,VEHARI,BUREWALA TEHSIL,TOTAL,MALE,378127,371045,6532,14,491,10,35
984,MULTAN,VEHARI,BUREWALA TEHSIL,TOTAL,FEMALE,352456,345935,5974,14,493,13,27
985,MULTAN,VEHARI,BUREWALA TEHSIL,RURAL,BOTH SEXES,578486,568384,9246,24,757,19,56
986,MULTAN,VEHARI,BUREWALA TEHSIL,RURAL,MALE,299401,294143,4810,13,391,9,35
987,MULTAN,VEHARI,BUREWALA TEHSIL,RURAL,FEMALE,279085,274241,4436,11,366,10,21
988,MULTAN,VEHARI,BUREWALA TEHSIL,URBAN,BOTH SEXES,152097,148596,3260,4,227,4,6
989,MULTAN,VEHARI,BUREWALA TEHSIL,URBAN,MALE,78726,76902,1722,1,100,1,-
990,MULTAN,VEHARI,BUREWALA TEHSIL,URBAN,FEMALE,73371,71694,1538,3,127,3,6
991,MULTAN,VEHARI,MAILSI TEHSIL,TOTAL,BOTH SEXES,704878,701163,2724,15,524,28,424
992,MULTAN,VEHARI,MAILSI TEHSIL,TOTAL,MALE,365689,363776,1393,7,279,15,219
993,MULTAN,VEHARI,MAILSI TEHSIL,TOTAL,FEMALE,339189,337387,1331,8,245,13,205
994,MULTAN,VEHARI,MAILSI TEHSIL,RURAL,BOTH SEXES,615886,612673,2335,12,441,26,399
995,MULTAN,VEHARI,MAILSI TEHSIL,RURAL,MALE,319682,318035,1183,6,240,14,204
996,MULTAN,VEHARI,MAILSI TEHSIL,RURAL,FEMALE,296204,294638,1152,6,201,12,195
997,MULTAN,VEHARI,MAILSI TEHSIL,URBAN,BOTH SEXES,88992,88490,389,3,83,2,25
998,MULTAN,VEHARI,MAILSI TEHSIL,URBAN,MALE,46007,45741,210,1,39,1,15
999,MULTAN,VEHARI,MAILSI TEHSIL,URBAN,FEMALE,42985,42749,179,2,44,1,10
1000,MULTAN,VEHARI,VEHARI TEHSIL,TOTAL,BOTH SEXES,654955,647147,6456,195,993,54,110
1001,MULTAN,VEHARI,VEHARI TEHSIL,TOTAL,MALE,339996,335997,3316,85,520,22,56
1002,MULTAN,VEHARI,VEHARI TEHSIL,TOTAL,FEMALE,314959,311150,3140,110,473,32,54
1003,MULTAN,VEHARI,VEHARI TEHSIL,RURAL,BOTH SEXES,560612,555089,4419,194,759,49,102
1004,MULTAN,VEHARI,VEHARI TEHSIL,RURAL,MALE,291236,288393,2277,85,410,19,52
1005,MULTAN,VEHARI,VEHARI TEHSIL,RURAL,FEMALE,269376,266696,2142,109,349,30,50
1006,MULTAN,VEHARI,VEHARI TEHSIL,URBAN,BOTH SEXES,94343,92058,2037,1,234,5,8
1007,MULTAN,VEHARI,VEHARI TEHSIL,URBAN,MALE,48760,47604,1039,-,110,3,4
1008,MULTAN,VEHARI,VEHARI TEHSIL,URBAN,FEMALE,45583,44454,998,1,124,2,4
1009,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,TOTAL,BOTH SEXES,1274935,1265287,8493,152,847,38,118
1010,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,TOTAL,MALE,636338,631427,4370,74,388,22,57
1011,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,TOTAL,FEMALE,638597,633860,4123,78,459,16,61
1012,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,RURAL,BOTH SEXES,1003843,999800,3332,33,619,2,57
1013,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,RURAL,MALE,492832,490859,1658,15,275,1,24
1014,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,RURAL,FEMALE,511011,508941,1674,18,344,1,33
1015,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,URBAN,BOTH SEXES,271092,265487,5161,119,228,36,61
1016,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,URBAN,MALE,143506,140568,2712,59,113,21,33
1017,RAWALPINDI,ATTOCK,ATTOCK DISTRICT,URBAN,FEMALE,127586,124919,2449,60,115,15,28
1018,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,TOTAL,BOTH SEXES,500770,495072,5149,112,354,26,57
1019,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,TOTAL,MALE,256640,253694,2680,56,169,14,27
1020,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,TOTAL,FEMALE,244130,241378,2469,56,185,12,30
1021,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,RURAL,BOTH SEXES,340774,339286,1264,1,183,2,38
1022,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,RURAL,MALE,170138,169420,620,-,79,1,18
1023,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,RURAL,FEMALE,170636,169866,644,1,104,1,20
1024,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,URBAN,BOTH SEXES,159996,155786,3885,111,171,24,19
1025,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,URBAN,MALE,86502,84274,2060,56,90,13,9
1026,RAWALPINDI,ATTOCK,ATTOCK TEHSIL,URBAN,FEMALE,73494,71512,1825,55,81,11,10
1027,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,TOTAL,BOTH SEXES,214256,213337,860,27,25,-,7
1028,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,TOTAL,MALE,107324,106853,440,13,14,-,4
1029,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,TOTAL,FEMALE,106932,106484,420,14,11,-,3
1030,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,RURAL,BOTH SEXES,188270,187582,639,27,22,-,-
1031,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,RURAL,MALE,94079,93725,328,13,13,-,-
1032,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,RURAL,FEMALE,94191,93857,311,14,9,-,-
1033,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,URBAN,BOTH SEXES,25986,25755,221,-,3,-,7
1034,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,URBAN,MALE,13245,13128,112,-,1,-,4
1035,RAWALPINDI,ATTOCK,FATEH JANG TEHSIL,URBAN,FEMALE,12741,12627,109,-,2,-,3
1036,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,TOTAL,BOTH SEXES,135856,135051,741,1,34,12,17
1037,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,TOTAL,MALE,70339,69923,381,1,18,8,8
1038,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,TOTAL,FEMALE,65517,65128,360,-,16,4,9
1039,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,RURAL,BOTH SEXES,97880,97693,172,1,12,-,2
1040,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,RURAL,MALE,49763,49664,92,1,6,-,-
1041,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,RURAL,FEMALE,48117,48029,80,-,6,-,2
1042,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,URBAN,BOTH SEXES,37976,37358,569,-,22,12,15
1043,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,URBAN,MALE,20576,20259,289,-,12,8,8
1044,RAWALPINDI,ATTOCK,HASAN ABDAL TEHSIL,URBAN,FEMALE,17400,17099,280,-,10,4,7
1045,RAWALPINDI,ATTOCK,JAND TEHSIL,TOTAL,BOTH SEXES,228349,227362,705,3,274,-,5
1046,RAWALPINDI,ATTOCK,JAND TEHSIL,TOTAL,MALE,107852,107395,339,1,115,-,2
1047,RAWALPINDI,ATTOCK,JAND TEHSIL,TOTAL,FEMALE,120497,119967,366,2,159,-,3
1048,RAWALPINDI,ATTOCK,JAND TEHSIL,RURAL,BOTH SEXES,211065,210182,611,3,264,-,5
1049,RAWALPINDI,ATTOCK,JAND TEHSIL,RURAL,MALE,99248,98850,283,1,112,-,2
1050,RAWALPINDI,ATTOCK,JAND TEHSIL,RURAL,FEMALE,111817,111332,328,2,152,-,3
1051,RAWALPINDI,ATTOCK,JAND TEHSIL,URBAN,BOTH SEXES,17284,17180,94,-,10,-,-
1052,RAWALPINDI,ATTOCK,JAND TEHSIL,URBAN,MALE,8604,8545,56,-,3,-,-
1053,RAWALPINDI,ATTOCK,JAND TEHSIL,URBAN,FEMALE,8680,8635,38,-,7,-,-
1054,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,TOTAL,BOTH SEXES,195704,194465,1038,9,160,-,32
1055,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,TOTAL,MALE,94183,93562,530,3,72,-,16
1056,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,TOTAL,FEMALE,101521,100903,508,6,88,-,16
1057,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,RURAL,BOTH SEXES,165854,165057,646,1,138,-,12
1058,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,RURAL,MALE,79604,79200,335,-,65,-,4
1059,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,RURAL,FEMALE,86250,85857,311,1,73,-,8
1060,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,URBAN,BOTH SEXES,29850,29408,392,8,22,-,20
1061,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,URBAN,MALE,14579,14362,195,3,7,-,12
1062,RAWALPINDI,ATTOCK,PINDI GHEB TEHSIL,URBAN,FEMALE,15271,15046,197,5,15,-,8
1063,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,TOTAL,BOTH SEXES,1083725,1075298,5846,101,2215,63,202
1064,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,TOTAL,MALE,518249,513977,2891,45,1182,35,119
1065,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,TOTAL,FEMALE,565476,561321,2955,56,1033,28,83
1066,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,RURAL,BOTH SEXES,952033,945779,3881,93,2051,48,181
1067,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,RURAL,MALE,452479,449304,1893,39,1105,29,109
1068,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,RURAL,FEMALE,499554,496475,1988,54,946,19,72
1069,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,URBAN,BOTH SEXES,131692,129519,1965,8,164,15,21
1070,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,URBAN,MALE,65770,64673,998,6,77,6,10
1071,RAWALPINDI,CHAKWAL,CHAKWAL DISTRICT,URBAN,FEMALE,65922,64846,967,2,87,9,11
1072,RAWALPINDI,CHAKWAL,CHAKWALTEHSIL,TOTAL,BOTH SEXES,598048,593212,3653,73,999,38,73
1073,RAWALPINDI,CHAKWAL,CHAKWALTEHSIL,TOTAL,MALE,286266,283780,1805,33,586,18,44
1074,RAWALPINDI,CHAKWAL,CHAKWALTEHSIL,TOTAL,FEMALE,311782,309432,1848,40,413,20,29
1075,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,RURAL,BOTH SEXES,517540,514228,2248,68,905,26,65
1076,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,RURAL,MALE,246102,244388,1095,29,535,14,41
1077,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,RURAL,FEMALE,271438,269840,1153,39,370,12,24
1078,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,URBAN,BOTH SEXES,80508,78984,1405,5,94,12,8
1079,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,URBAN,MALE,40164,39392,710,4,51,4,3
1080,RAWALPINDI,CHAKWAL,CHAKWAL TEHSIL,URBAN,FEMALE,40344,39592,695,1,43,8,5
1081,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,TOTAL,BOTH SEXES,105256,103914,531,5,773,9,24
1082,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,TOTAL,MALE,51740,51087,268,3,361,6,15
1083,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,TOTAL,FEMALE,53516,52827,263,2,412,3,9
1084,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,RURAL,BOTH SEXES,91838,90639,426,3,751,8,11
1085,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,RURAL,MALE,44952,44380,206,1,352,5,8
1086,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,RURAL,FEMALE,46886,46259,220,2,399,3,3
1087,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,URBAN,BOTH SEXES,13418,13275,105,2,22,1,13
1088,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,URBAN,MALE,6788,6707,62,2,9,1,7
1089,RAWALPINDI,CHAKWAL,CHOA SAIDAN SHAH TEHSIL,URBAN,FEMALE,6630,6568,43,-,13,-,6
1090,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,TOTAL,BOTH SEXES,380421,378172,1662,23,443,16,105
1091,RAWALPINDI,CHAKWAL,TALA GANG TEHSIL,TOTAL,MALE,180243,179110,818,9,235,11,60
