"BY RELIGION, SEX AND RURAL/URBAN",,,,,,,,,,,,


Id,Division,District,Tehsil,Area,Sex,Total,Muslim,Christian,HinduJati,QadianiAhmadi,Scheduled_Castes,Others
410,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH DISTRICT,RURAL,MALE,675190,647406,26215,30,1440,56,43
411,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH DISTRICT,RURAL,FEMALE,640992,615315,24088,38,1453,54,44
412,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH DISTRICT,URBAN,BOTH SEXES,305411,294343,10486,9,537,11,25
413,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH DISTRICT,URBAN,MALE,156412,150657,5500,3,237,9,6
414,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH DISTRICT,URBAN,FEMALE,148999,143686,4986,6,300,2,19
415,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,TOTAL,BOTH SEXES,495096,456085,37099,26,1827,30,29
416,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,TOTAL,MALE,254054,233669,19444,11,908,14,8
417,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,TOTAL,FEMALE,241042,222416,17655,15,919,16,21
418,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,RURAL,BOTH SEXES,377204,344766,30856,20,1522,26,14
419,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,RURAL,MALE,193456,176477,16176,9,778,11,5
420,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,RURAL,FEMALE,183748,168289,14680,11,744,15,9
421,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,URBAN,BOTH SEXES,117892,111319,6243,6,305,4,15
422,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,URBAN,MALE,60598,57192,3268,2,130,3,3
423,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,URBAN,FEMALE,57294,54127,2975,4,175,1,12
424,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,TOTAL,BOTH SEXES,509462,502360,6245,13,800,23,21
425,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,TOTAL,MALE,262890,259211,3249,7,399,14,10
426,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,TOTAL,FEMALE,246572,243149,2996,6,401,9,11
427,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,RURAL,BOTH SEXES,381881,377463,3724,11,648,17,18
428,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,RURAL,MALE,197610,195333,1930,7,322,9,9
429,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,RURAL,FEMALE,184271,182130,1794,4,326,8,9
430,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,URBAN,BOTH SEXES,127581,124897,2521,2,152,6,3
431,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,URBAN,MALE,65280,63878,1319,-,77,5,1
432,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,URBAN,FEMALE,62301,61019,1202,2,75,1,2
433,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOTAL,BOTH SEXES,617035,598619,17445,38,803,68,62
434,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOTAL,MALE,314658,305183,9022,15,370,37,31
435,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOTAL,FEMALE,302377,293436,8423,23,433,31,31
436,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,RURAL,BOTH SEXES,557097,540492,15723,37,723,67,55
437,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,RURAL,MALE,284124,275596,8109,14,340,36,29
438,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,RURAL,FEMALE,272973,264896,7614,23,383,31,26
439,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,URBAN,BOTH SEXES,59938,58127,1722,1,80,1,7
440,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,URBAN,MALE,30534,29587,913,1,30,1,2
441,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,URBAN,FEMALE,29404,28540,809,-,50,-,5
442,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,TOTAL,BOTH SEXES,3400940,3244942,148914,85,6824,25,150
443,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,TOTAL,MALE,1770255,1689098,77568,41,3464,8,76
444,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,TOTAL,FEMALE,1630685,1555844,71346,44,3360,17,74
445,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,RURAL,BOTH SEXES,1681902,1581208,96102,63,4452,18,59
446,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,RURAL,MALE,870217,817901,49990,29,2262,7,28
447,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,RURAL,FEMALE,811685,763307,46112,34,2190,11,31
448,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,URBAN,BOTH SEXES,1719038,1663734,52812,22,2372,7,91
449,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,URBAN,MALE,900038,871197,27578,12,1202,1,48
450,GUJRANWALA,GUJRANWALA,GUJRANWALA DISTRICT,URBAN,FEMALE,819000,792537,25234,10,1170,6,43
451,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,TOTAL,BOTH SEXES,1927259,1840167,83167,37,3779,9,100
452,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,TOTAL,MALE,1010041,964646,43418,21,1897,4,55
453,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,TOTAL,FEMALE,917218,875521,39749,16,1882,5,45
454,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,RURAL,BOTH SEXES,607189,563377,41820,18,1959,4,11
455,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,RURAL,MALE,314945,292204,21748,10,972,3,8
456,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,RURAL,FEMALE,292244,271173,20072,8,987,1,3
457,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,URBAN,BOTH SEXES,1320070,1276790,41347,19,1820,5,89
458,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,URBAN,MALE,695096,672442,21670,11,925,1,47
459,GUJRANWALA,GUJRANWALA,GUJRANWALA TEHSIL,URBAN,FEMALE,624974,604348,19677,8,895,4,42
460,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,TOTAL,BOTH SEXES,405366,386090,18780,6,479,2,9
461,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,TOTAL,MALE,210041,200101,9675,3,258,-,4
462,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,TOTAL,FEMALE,195325,185989,9105,3,221,2,5
463,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,RURAL,BOTH SEXES,253078,237477,15179,5,407,1,9
464,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,RURAL,MALE,131193,123134,7829,3,223,-,4
465,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,RURAL,FEMALE,121885,114343,7350,2,184,1,5
466,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,URBAN,BOTH SEXES,152288,148613,3601,1,72,1,-
467,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,URBAN,MALE,78848,76967,1846,-,35,-,-
468,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,URBAN,FEMALE,73440,71646,1755,1,37,1,-
469,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,TOTAL,BOTH SEXES,424082,402960,19920,34,1149,6,13
470,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,TOTAL,MALE,219913,208901,10389,13,602,2,6
471,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,TOTAL,FEMALE,204169,194059,9531,21,547,4,7
472,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,RURAL,BOTH SEXES,390142,370238,18760,34,1091,6,13
473,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,RURAL,MALE,202291,191947,9755,13,568,2,6
474,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,RURAL,FEMALE,187851,178291,9005,21,523,4,7
475,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,URBAN,BOTH SEXES,33940,32722,1160,-,58,-,-
476,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,URBAN,MALE,17622,16954,634,-,34,-,-
477,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,URBAN,FEMALE,16318,15768,526,-,24,-,-
478,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,TOTAL,BOTH SEXES,644233,615725,27047,8,1417,8,28
479,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,TOTAL,MALE,330260,315450,14086,4,707,2,11
480,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,TOTAL,FEMALE,313973,300275,12961,4,710,6,17
481,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,RURAL,BOTH SEXES,431493,410116,20343,6,995,7,26
482,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,RURAL,MALE,221788,210616,10658,3,499,2,10
483,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,RURAL,FEMALE,209705,199500,9685,3,496,5,16
484,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,URBAN,BOTH SEXES,212740,205609,6704,2,422,1,2
485,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,URBAN,MALE,108472,104834,3428,1,208,-,1
486,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,URBAN,FEMALE,104268,100775,3276,1,214,1,1
487,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,TOTAL,BOTH SEXES,2048008,2020612,21483,140,5504,98,171
488,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,TOTAL,MALE,1026256,1012405,11030,63,2634,42,82
489,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,TOTAL,FEMALE,1021752,1008207,10453,77,2870,56,89
490,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,RURAL,BOTH SEXES,1479836,1467816,7801,104,3894,72,149
491,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,RURAL,MALE,725766,719910,3852,46,1856,30,72
492,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,RURAL,FEMALE,754070,747906,3949,58,2038,42,77
493,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,URBAN,BOTH SEXES,568172,552796,13682,36,1610,26,22
494,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,URBAN,MALE,300490,292495,7178,17,778,12,10
495,GUJRANWALA,GUJRAT,GUJRAT DISTRICT,URBAN,FEMALE,267682,260301,6504,19,832,14,12
496,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,TOTAL,BOTH SEXES,1093088,1079261,10492,114,3133,41,47
497,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,TOTAL,MALE,547470,540573,5296,49,1510,19,23
498,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,TOTAL,FEMALE,545618,538688,5196,65,1623,22,24
499,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,RURAL,BOTH SEXES,729885,724393,2963,86,2395,16,32
500,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,RURAL,MALE,362775,360092,1468,37,1155,7,16
501,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,RURAL,FEMALE,367110,364301,1495,49,1240,9,16
502,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,URBAN,BOTH SEXES,363203,354868,7529,28,738,25,15
503,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,URBAN,MALE,184695,180481,3828,12,355,12,7
504,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,URBAN,FEMALE,178508,174387,3701,16,383,13,8
505,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,TOTAL,BOTH SEXES,779632,767365,9777,24,2298,55,113
506,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,TOTAL,MALE,394677,388382,5123,12,1086,22,52
507,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,TOTAL,FEMALE,384955,378983,4654,12,1212,33,61
508,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,RURAL,BOTH SEXES,611829,605806,4385,16,1461,54,107
509,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,RURAL,MALE,297244,294333,2151,7,681,22,50
510,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,RURAL,FEMALE,314585,311473,2234,9,780,32,57
511,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,URBAN,BOTH SEXES,167803,161559,5392,8,837,1,6
512,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,URBAN,MALE,97433,94049,2972,5,405,-,2
513,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,URBAN,FEMALE,70370,67510,2420,3,432,1,4
514,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,TOTAL,BOTH SEXES,175288,173986,1214,2,73,2,11
515,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,TOTAL,MALE,84109,83450,611,2,38,1,7
516,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,TOTAL,FEMALE,91179,90536,603,-,35,1,4
517,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,RURAL,BOTH SEXES,138122,137617,453,2,38,2,10
518,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,RURAL,MALE,65747,65485,233,2,20,1,6
519,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,RURAL,FEMALE,72375,72132,220,-,18,1,4
520,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,URBAN,BOTH SEXES,37166,36369,761,-,35,-,1
521,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,URBAN,MALE,18362,17965,378,-,18,-,1
522,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,URBAN,FEMALE,18804,18404,383,-,17,-,-
523,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,TOTAL,BOTH SEXES,832980,820049,9929,69,2802,57,74
524,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,TOTAL,MALE,433320,426685,5096,37,1453,19,30
525,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,TOTAL,FEMALE,399660,393364,4833,32,1349,38,44
526,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,RURAL,BOTH SEXES,605865,597044,6462,38,2219,48,54
527,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,RURAL,MALE,315320,310752,3351,23,1154,16,24
528,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,RURAL,FEMALE,290545,286292,3111,15,1065,32,30
529,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,URBAN,BOTH SEXES,227115,223005,3467,31,583,9,20
530,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,URBAN,MALE,118000,115933,1745,14,299,3,6
531,GUJRANWALA,HAFIZABAD,HAFIZABAD DISTRICT,URBAN,FEMALE,109115,107072,1722,17,284,6,14
532,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,TOTAL,BOTH SEXES,485187,473976,8472,43,2620,32,44
533,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,TOTAL,MALE,252128,246389,4329,22,1359,10,19
534,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,TOTAL,FEMALE,233059,227587,4143,21,1261,22,25
535,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,RURAL,BOTH SEXES,337482,329760,5540,16,2114,24,28
536,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,RURAL,MALE,175668,171677,2861,10,1099,7,14
537,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,RURAL,FEMALE,161814,158083,2679,6,1015,17,14
538,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,URBAN,BOTH SEXES,147705,144216,2932,27,506,8,16
539,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,URBAN,MALE,76460,74712,1468,12,260,3,5
540,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,URBAN,FEMALE,71245,69504,1464,15,246,5,11
541,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,TOTAL,BOTH SEXES,347793,346073,1457,26,182,25,30
542,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,TOTAL,MALE,181192,180296,767,15,94,9,11
543,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,TOTAL,FEMALE,166601,165777,690,11,88,16,19
544,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,RURAL,BOTH SEXES,268383,267284,922,22,105,24,26
545,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,RURAL,MALE,139652,139075,490,13,55,9,10
546,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,RURAL,FEMALE,128731,128209,432,9,50,15,16
547,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,URBAN,BOTH SEXES,79410,78789,535,4,77,1,4
548,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,URBAN,MALE,41540,41221,277,2,39,-,1
549,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,URBAN,FEMALE,37870,37568,258,2,38,1,3
550,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,TOTAL,BOTH SEXES,1160552,1150513,7089,230,2533,72,115
551,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,TOTAL,MALE,594127,588960,3599,113,1358,33,64
552,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,TOTAL,FEMALE,566425,561553,3490,117,1175,39,51
553,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,RURAL,BOTH SEXES,984131,977389,4340,163,2143,35,61
554,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,RURAL,MALE,504711,501237,2179,78,1163,16,38
555,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,RURAL,FEMALE,479420,476152,2161,85,980,19,23
556,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,URBAN,BOTH SEXES,176421,173124,2749,67,390,37,54
557,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,URBAN,MALE,89416,87723,1420,35,195,17,26
558,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN DISTRICT,URBAN,FEMALE,87005,85401,1329,32,195,20,28
559,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,TOTAL,BOTH SEXES,299111,296330,2101,143,491,15,31
560,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,TOTAL,MALE,152657,151278,1035,67,250,5,22
561,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,TOTAL,FEMALE,146454,145052,1066,76,241,10,9
562,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,RURAL,BOTH SEXES,267853,265567,1631,143,468,14,30
563,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,RURAL,MALE,137069,135938,801,67,238,4,21
564,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,RURAL,FEMALE,130784,129629,830,76,230,10,9
565,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,URBAN,BOTH SEXES,31258,30763,470,-,23,1,1
566,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,URBAN,MALE,15588,15340,234,-,12,1,1
567,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,URBAN,FEMALE,15670,15423,236,-,11,-,-
568,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUD DIN TEHSIL,TOTAL,BOTH SEXES,461545,456809,3183,74,1350,54,75
569,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUD DIN TEHSIL,TOTAL,MALE,235223,232750,1645,42,725,26,35
570,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUD DIN TEHSIL,TOTAL,FEMALE,226322,224059,1538,32,625,28,40
571,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,RURAL,BOTH SEXES,348043,345805,1168,10,1016,19,25
572,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,RURAL,MALE,177471,176287,593,8,559,11,13
573,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,RURAL,FEMALE,170572,169518,575,2,457,8,12
574,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,URBAN,BOTH SEXES,113502,111004,2015,64,334,35,50
575,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,URBAN,MALE,57752,56463,1052,34,166,15,22
576,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,URBAN,FEMALE,55750,54541,963,30,168,20,28
577,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,TOTAL,BOTH SEXES,399896,397374,1805,13,692,3,9
578,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,TOTAL,MALE,206247,204932,919,4,383,2,7
579,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,TOTAL,FEMALE,193649,192442,886,9,309,1,2
580,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,RURAL,BOTH SEXES,368235,366017,1541,10,659,2,6
581,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,RURAL,MALE,190171,189012,785,3,366,1,4
582,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,RURAL,FEMALE,178064,177005,756,7,293,1,2
583,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,URBAN,BOTH SEXES,31661,31357,264,3,33,1,3
584,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,URBAN,MALE,16076,15920,134,1,17,1,3
585,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,URBAN,FEMALE,15585,15437,130,2,16,-,-
586,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,TOTAL,BOTH SEXES,1265097,1215338,42094,1066,6439,52,108
587,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,TOTAL,MALE,636217,610912,21476,512,3249,19,49
588,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,TOTAL,FEMALE,628880,604426,20618,554,3190,33,59
589,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,RURAL,BOTH SEXES,1110711,1068576,35948,921,5109,49,108
590,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,RURAL,MALE,557823,536357,18359,443,2596,19,49
591,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,RURAL,FEMALE,552888,532219,17589,478,2513,30,59
592,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,URBAN,BOTH SEXES,154386,146762,6146,145,1330,3,-
593,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,URBAN,MALE,78394,74555,3117,69,653,-,-
594,GUJRANWALA,NAROWAL,NAROWAL DISTRICT,URBAN,FEMALE,75992,72207,3029,76,677,3,-
595,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,TOTAL,BOTH SEXES,627300,586612,33800,662,6145,26,55
596,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,TOTAL,MALE,317087,296399,17220,313,3126,7,22
597,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,TOTAL,FEMALE,310213,290213,16580,349,3019,19,33
598,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,RURAL,BOTH SEXES,523661,489555,28679,518,4829,25,55
599,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,RURAL,MALE,264442,247046,14647,245,2475,7,22
600,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,RURAL,FEMALE,259219,242509,14032,273,2354,18,33
601,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,URBAN,BOTH SEXES,103639,97057,5121,144,1316,1,-
602,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,URBAN,MALE,52645,49353,2573,68,651,-,-
603,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,URBAN,FEMALE,50994,47704,2548,76,665,1,-
604,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,TOTAL,BOTH SEXES,637797,628726,8294,404,294,26,53
605,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,TOTAL,MALE,319130,314513,4256,199,123,12,27
606,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,TOTAL,FEMALE,318667,314213,4038,205,171,14,26
607,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,RURAL,BOTH SEXES,587050,579021,7269,403,280,24,53
608,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,RURAL,MALE,293381,289311,3712,198,121,12,27
609,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,RURAL,FEMALE,293669,289710,3557,205,159,12,26
610,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,URBAN,BOTH SEXES,50747,49705,1025,1,14,2,-
611,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,URBAN,MALE,25749,25202,544,1,2,-,-
612,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,URBAN,FEMALE,24998,24503,481,-,12,2,-
613,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,TOTAL,BOTH SEXES,2723481,2593228,108591,3353,16954,224,1131
614,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,TOTAL,MALE,1396532,1330297,55576,1656,8346,90,567
615,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,TOTAL,FEMALE,1326949,1262931,53015,1697,8608,134,564
616,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,RURAL,BOTH SEXES,2010152,1914656,77914,2429,13917,172,1064
617,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,RURAL,MALE,1021471,973101,39752,1164,6860,64,530
618,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,RURAL,FEMALE,988681,941555,38162,1265,7057,108,534
619,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,URBAN,BOTH SEXES,713329,678572,30677,924,3037,52,67
620,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,URBAN,MALE,375061,357196,15824,492,1486,26,37
621,GUJRANWALA,SIALKOT,SIALKOT DISTRICT,URBAN,FEMALE,338268,321376,14853,432,1551,26,30
622,GUJRANWALA,SIALKOT,DASKA TEHSIL,TOTAL,BOTH SEXES,860611,818581,37185,431,4170,122,122
623,GUJRANWALA,SIALKOT,DASKA TEHSIL,TOTAL,MALE,439978,418519,19091,194,2083,38,53
624,GUJRANWALA,SIALKOT,DASKA TEHSIL,TOTAL,FEMALE,420633,400062,18094,237,2087,84,69
